#,ID,DeliveryDate,DeliveryReference,Supplier_Name,ASN_Number,Expected_Cases,Expected_Lines,Estimated_Pallets,Estimated_Cages,Estimated_Totes,Cartons_Due,Pallets_Due,Ready_Label,Palletise,Wrap_Strap,Collar,Bagging_Required,Actual_Cases,Calc_Hours,Pallets_Arrived,Cartons_Arrived,Grid_No,Last_Saved,Total_Operatives,Total_Hours,Origin,Due_Time,SHIFT,PalletsCreated,CagesCreated,TotesCreated,NonEuroPallet,Supplier_Code,Delivery_Comments,StartTAGID,UpdatedByUsername,UpdatedByEmpNo,UpdatedByName,TotalShortRows,TotalExtraRows,GRID_SHIFT,LOCK_STATUS,STATUS,
581,581,08/11/2018 00:00,44655,COMMERCIAL PROPSHAFT SERVICES LIMIT,Y0157220,264,53,24,4,7,0,2,NO,NO,NO,NO,NO,264,7,0,0,,08/11/2018 18:51,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
582,582,08/11/2018 00:00,44714,WD-40 COMPANY LIMITED,Y0157202,1152,6,7,0,0,0,3,NO,NO,NO,NO,NO,1152,5,0,0,,08/11/2018 18:51,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
583,583,08/11/2018 00:00,46746,SHELL U K OIL PRODUCTS LIMITED,Y0157217,2781,4,34,0,0,0,34,NO,NO,NO,NO,NO,2781,16,0,0,,08/11/2018 18:51,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
584,584,08/11/2018 00:00,46747,SHELL U K OIL PRODUCTS LIMITED,Y0157278,2790,4,34,0,0,0,34,NO,NO,NO,NO,NO,2790,16,0,0,,08/11/2018 18:51,0,0,UK,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
585,585,08/11/2018 00:00,CON2003,MEDU3450508,Y0157083,1983,8,28,1,0,0,28,NO,NO,NO,NO,NO,1983,12,0,0,,08/11/2018 18:51,0,0,,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
586,586,08/11/2018 00:00,48429,DBS ENERGY LTD,Y0157291,110,9,4,1,8,0,1,NO,NO,NO,NO,NO,110,2,0,0,,08/11/2018 18:51,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
587,587,08/11/2018 00:00,CON1996,FSCU7429547,Y0157280,1932,1,28,0,0,0,28,NO,NO,NO,NO,NO,1932,12,0,0,,08/11/2018 18:51,0,0,,23:59:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
588,588,08/11/2018 00:00,45015,MANN+HUMMEL (UK) LTD.,Y0157270,20731,58,6,0,1172,0,84,NO,NO,NO,NO,NO,20731,123,0,0,,08/11/2018 18:51,0,0,Germany,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
589,589,08/11/2018 00:00,48304,SUPERTOUCH,Y0157319,6400,6,6,0,80,0,3,NO,NO,NO,NO,NO,6400,26,0,0,,08/11/2018 18:51,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
590,590,08/11/2018 00:00,48431,BM POLYCO LTD,Y0157307,794,2,0,0,21,0,2,NO,NO,NO,NO,NO,794,4,0,0,,08/11/2018 18:51,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
591,591,08/11/2018 00:00,46939,CASTROL (UK) LIMITED,Y0157208,1176,1,11,0,0,0,11,NO,NO,NO,NO,NO,1176,6,0,0,,08/11/2018 18:51,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
592,592,08/11/2018 00:00,48434,PORTABLE MULTIMEDIA LTD,Y0157331,3000,1,0,0,103,0,11,NO,NO,NO,NO,NO,3000,15,0,0,,08/11/2018 18:51,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
593,593,08/11/2018 00:00,46977,AP AUTOMOTIVE PRODUCTS,Y0157207,610,14,12,5,3,0,8,NO,NO,NO,NO,NO,610,5,0,0,,08/11/2018 18:51,0,0,ITALY,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
594,594,08/11/2018 00:00,47091,B CAR AUTO PARTS,Y0157285,297,32,11,6,4,0,1,NO,NO,NO,NO,NO,297,5,0,0,,08/11/2018 18:51,0,0,Spain,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
595,595,08/11/2018 00:00,48436,VERNET,Y0157337,729,29,0,2,24,0,4,NO,NO,NO,NO,NO,729,5,0,0,,08/11/2018 18:51,0,0,France,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
596,596,08/11/2018 00:00,47143,OMEGA PRODUCTS ,Y0157215,258,16,0,3,1,0,1,NO,NO,NO,NO,NO,258,2,0,0,,08/11/2018 18:51,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
597,597,08/11/2018 00:00,48423,KRP SUPPLIES,Y0157286,755,21,14,2,21,0,4,NO,NO,NO,NO,NO,755,7,0,0,,08/11/2018 18:51,0,0,UK,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
598,598,08/11/2018 00:00,48302,MOTOR SERVICE INTERNATIONAL GMBH,Y0157361,730,83,0,8,60,0,4,NO,NO,NO,NO,NO,730,10,0,0,,08/11/2018 18:51,0,0,Germany,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
599,599,08/11/2018 00:00,48306,TENNECO WALKER LTD.,Y0157261,10,1,0,1,0,3,0,NO,NO,NO,NO,NO,10,0,0,0,,08/11/2018 18:51,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
600,600,08/11/2018 00:00,48307,AIRMAN UK,Y0157258,120,1,0,0,8,6,0,NO,NO,NO,NO,NO,120,1,0,0,,08/11/2018 18:51,0,0,UK,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
601,601,08/11/2018 00:00,46836,ROBERT BOSCH LIMITED,Y0157276,25807,458,22,31,582,49,63,NO,NO,NO,NO,NO,16905,111,0,0,,08/11/2018 18:51,0,0,Germany,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
602,602,08/11/2018 00:00,CON1781,TRHU2931336,Y0155275,2277,1,33,0,0,0,28,NO,NO,NO,NO,NO,2277,14,0,0,,08/11/2018 18:51,0,0,,18:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
603,603,08/11/2018 00:00,48398,PETRONAS,Y0157298,331,7,4,1,4,0,3,NO,NO,NO,NO,NO,331,2,0,0,,08/11/2018 18:51,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
604,604,08/11/2018 00:00,46166,PETRONAS,Y0157296,828,2,28,0,0,0,28,NO,NO,NO,NO,NO,828,8,0,0,,08/11/2018 18:51,0,0,UK,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
605,605,08/11/2018 00:00,48435,920ENGINEERING,Y0157322,215,4,0,1,9,0,1,NO,NO,NO,NO,NO,215,1,0,0,,08/11/2018 18:51,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
606,606,08/11/2018 00:00,48424,CREST MEDICAL LTD,Y0157287,140,2,0,0,6,5,0,NO,NO,NO,NO,NO,140,1,0,0,,08/11/2018 18:51,0,0,UK,15:00 TO 17:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
607,607,08/11/2018 00:00,48437,EURAX LIMITED,Y0157350,821,11,8,1,0,0,1,NO,NO,NO,NO,NO,821,5,0,0,,08/11/2018 18:51,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
608,608,08/11/2018 00:00,48445,PEARL HIGH TECH PARTS,Y0157367-Y0157368,14915,18,0,0,0,0,2,NO,NO,NO,NO,NO,14915,52,0,0,,08/11/2018 18:51,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
609,609,08/11/2018 00:00,48456,FERDINAND BILSTEIN JR.GMBH & CO.KG,3704,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,08/11/2018 18:51,0,0,Germany,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
610,610,08/11/2018 00:00,IN24498,FORGE MOTORSPORT,Y0157362,134,3,0,0,1,1,0,NO,NO,NO,NO,NO,134,1,0,0,,08/11/2018 18:51,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
611,611,08/11/2018 00:00,IN25188,TPC AUTOMOTIVE LTD,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,08/11/2018 18:51,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
612,612,08/11/2018 00:00,IN24268,JVC (UK),Y0157357,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,08/11/2018 18:51,0,0, ,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
613,613,08/11/2018 00:00,48461,BTS,Y0157366,49,5,0,3,8,0,2,NO,NO,NO,NO,NO,49,1,0,0,,08/11/2018 18:51,0,0,Germany,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
614,614,08/11/2018 00:00,48462,NIPPARTS B.V.,3703,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,08/11/2018 18:51,0,0,NETHERLANDS,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
615,615,08/11/2018 00:00,48463,SATOR MOTOR,Y0157355,8,1,0,0,1,0,0,NO,NO,NO,NO,NO,8,0,0,0,,08/11/2018 18:51,0,0,Holland,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
616,616,08/11/2018 00:00,48464,PETRONAS,Y0157352,10,1,0,0,1,0,0,NO,NO,NO,NO,NO,10,0,0,0,,08/11/2018 18:51,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
617,617,08/11/2018 00:00,UK43876,CONTINENTAL AUTOMOTIVE TRADING UK,Y0157338,24,1,0,0,1,0,1,NO,NO,NO,NO,NO,24,0,0,0,,08/11/2018 18:51,0,0,Germany,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
618,618,08/11/2018 00:00,48467,HUMMING BIRD MOTORS PLC.,Y0157325,1,1,0,0,0,0,0,NO,NO,NO,NO,NO,1,0,0,0,,08/11/2018 18:51,0,0,UK,CROSSDOCK,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
619,619,08/11/2018 00:00,IN22198,TECHTRONIC,Y0157320,13,2,0,0,0,2,0,NO,NO,NO,NO,NO,13,0,0,0,,08/11/2018 18:51,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
620,620,08/11/2018 00:00,48470,BREMI FAHRZEUG-ELEKTRIK GMBH & CO,Y0157313,6,2,0,0,2,0,0,NO,NO,NO,NO,NO,6,0,0,0,,08/11/2018 18:51,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
621,621,08/11/2018 00:00,48472,ROBERT BOSCH LIMITED,Y0157317,21,1,0,0,2,0,0,NO,NO,NO,NO,NO,21,0,0,0,,08/11/2018 18:51,0,0,Germany,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
622,622,08/11/2018 00:00,IN22428,LUK AFTERMARKET-SERVICE LTD.,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,08/11/2018 18:51,0,0,Germany,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
623,623,08/11/2018 00:00,48474,MA-PA MAKINA PARCALARI ENDUSTRISI A,Y0157312,1,1,0,0,0,0,0,NO,NO,NO,NO,NO,1,0,0,0,,08/11/2018 18:51,0,0,Turkey,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
624,624,08/11/2018 00:00,48475,GUZEL OTO TIC. A.S,Y0157308,8,2,0,0,2,0,0,NO,NO,NO,NO,NO,8,0,0,0,,08/11/2018 18:51,0,0,Turkey,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
625,625,08/11/2018 00:00,54509,ZF TRADING UK LTD,,0,0,0,0,0,0,7,NO,NO,NO,NO,NO,0,0,0,0,,08/11/2018 18:51,0,0,Germany,11:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
626,626,08/11/2018 00:00,54543,ROBERT BOSCH LIMITED,,0,0,0,0,0,0,6,NO,NO,NO,NO,NO,0,0,0,0,,08/11/2018 18:51,0,0,Germany,11:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
627,627,09/11/2018 00:00,48478,THE AUTOMOBILE ASSOCIATION DEVELOPM,Y0157459,2000,2,13,0,0,0,13,NO,NO,NO,NO,NO,2000,9,0,0, ,10/11/2018 01:47,4,0,UK,09:30:00,DAY,0,0,0,, ,,0,dgoss,20858,Dan Goss,,,,CLEAR,ROLLED,
628,628,09/11/2018 00:00,CON1992,TCNU1258607,Y0156437,966,25,59,1,16,0,49,NO,NO,NO,NO,NO,966,16,0,0, ,09/11/2018 22:34,1,0,Dubai,23:30:00,NIGHT,0,0,0,, ,,0,dgoss2,20858,Dan Goss,,,,CLEAR,ROLLED,
629,629,09/11/2018 00:00,45061,AUTOMOTIVE DISTRIBUTION LTD.,Y0157333-32,2844,70,16,7,325,25,32,NO,NO,NO,NO,NO,2844,30,0,0,,09/11/2018 00:07,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
631,631,09/11/2018 00:00,46713,SATOR MOTOR,Y0157467-68,1439,15,5,1,65,0,6,NO,NO,NO,NO,NO,1439,9,0,0,,09/11/2018 00:07,0,0,Holland,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
632,632,09/11/2018 00:00,CON1942,TCLU9774480,Y0155659-61,9095,367,113,35,388,637,0,YES,NO,NO,NO,NO,9095,65,0,0,,09/11/2018 00:07,0,0,Taiwan,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
633,633,09/11/2018 00:00,48538,ABOVE VIEW INTERNATIONAL CO LTD,Y0157456,40,2,0,1,0,2,0,YES,NO,NO,NO,NO,40,0,0,0,,09/11/2018 00:07,0,0,China,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
634,634,09/11/2018 00:00,45079,LUK AFTERMARKET-SERVICE LTD.,Y0157376,5470,434,50,13,638,0,75,NO,NO,NO,NO,NO,5470,76,50,1,246,09/11/2018 00:45,2,0,Germany,07:00:00,DAY,0,0,0,, ,,0,dgoss,20858,Dan Goss,,,,CLEAR,ROLLED,
635,635,09/11/2018 00:00,IN27718,LUK AFTERMARKET-SERVICE LTD.,Y0157463,28,2,0,0,3,1,0,NO,NO,NO,NO,NO,28,0,0,0, ,09/11/2018 22:35,1,0,Germany,UNBOOKED,NIGHT,0,0,0,, ,,0,dgoss2,20858,Dan Goss,,,,CLEAR,ROLLED,
636,636,09/11/2018 00:00,46644,RODEX OTOMOTIV SANAYI VE DIS TIC A.,Y0157335,7859,48,38,3,239,0,48,YES,NO,NO,NO,NO,7859,31,0,0,,09/11/2018 00:07,0,0,Turkey,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
639,639,09/11/2018 00:00,CON2004,MSCU6658248,Y0157082,1332,6,29,0,0,0,28,NO,NO,NO,NO,NO,1332,10,0,0,,09/11/2018 00:07,0,0,,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
640,640,09/11/2018 00:00,CON1997,MEDU1046992,Y0157282,1551,3,33,0,0,0,28,NO,NO,NO,NO,NO,1551,11,28,0, ,09/11/2018 19:11,3,0, ,23:59:00,NIGHT,0,0,0,, ,,0,dgoss2,20858,Dan Goss,,,,CLEAR,ROLLED,
641,641,09/11/2018 00:00,45081,ROBERT BOSCH LIMITED,Y0157346,41991,155,33,5,510,0,67,NO,NO,NO,NO,NO,29214,135,0,0,,09/11/2018 00:07,0,0,Germany,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
642,642,09/11/2018 00:00,45640,ROBERT BOSCH LIMITED,Y0157395,56778,129,33,6,448,3,69,NO,NO,NO,NO,NO,29106,131,0,0,,09/11/2018 00:07,0,0,Germany,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
643,643,09/11/2018 00:00,45034,ZF TRADING UK LTD,Y0157324,3364,289,15,11,253,3,15,NO,NO,NO,NO,NO,3364,39,0,0,,09/11/2018 00:07,0,0,Germany,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
644,644,09/11/2018 00:00,48548,ZF TRADING UK LTD,Y0157469,1,1,0,1,0,0,0,NO,NO,NO,NO,NO,1,0,0,0,,09/11/2018 00:07,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
645,645,09/11/2018 00:00,45069,BREMBO ITALY,Y0157340,3330,159,23,18,308,0,62,YES,NO,NO,NO,NO,3330,30,0,0,,09/11/2018 00:07,0,0,ITALY,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
646,646,09/11/2018 00:00,47084,BRISTOL STREET MOTORS,Y0157297,31,12,1,2,0,0,2,NO,NO,NO,NO,NO,31,1,0,0,,09/11/2018 00:07,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
647,647,09/11/2018 00:00,45045,CONTITECH ANTRIEBSSYSTEME  GMBH,Y0157428,2937,60,0,2,106,0,2,NO,NO,NO,NO,NO,2937,17,0,0,,09/11/2018 00:07,0,0,Germany,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
648,648,09/11/2018 00:00,45078,COMPLETE STEERING,Y0157432,94,18,20,1,0,0,10,NO,NO,NO,NO,NO,94,4,0,0,,09/11/2018 00:07,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
649,649,09/11/2018 00:00,45054,CORTECO LIMITED,Y0157452,2124,90,0,3,99,0,5,NO,NO,NO,NO,NO,2124,16,0,0,,09/11/2018 00:07,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
650,650,09/11/2018 00:00,48527,DAYCO EUROPE S.R.L.,Y0157414,112,1,0,0,3,0,0,YES,NO,NO,NO,NO,112,0,0,0,,09/11/2018 00:07,0,0,Italy,CLAIM PARTS,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
651,651,09/11/2018 00:00,45044,DEB LIMITED,Y0157450,1022,4,5,0,51,0,4,NO,NO,NO,NO,NO,1022,6,0,0,,09/11/2018 00:07,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
652,652,09/11/2018 00:00,48523,DELPHI DIESEL AFTERMARKET,,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
653,653,09/11/2018 00:00,48530,DELPHI DIESEL AFTERMARKET,Y0157394,5,1,0,0,1,0,0,NO,NO,NO,NO,NO,5,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
654,654,09/11/2018 00:00,45072,DENSO SALES UK LTD,Y0157391,2825,59,3,4,35,0,3,NO,NO,NO,NO,NO,684,7,0,0,,09/11/2018 00:07,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
655,655,09/11/2018 00:00,45074,DE OLIBRION,Y0157326,3492,15,56,0,12,0,57,YES,NO,NO,NO,NO,3492,17,0,0,,09/11/2018 00:07,0,0,Holland,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
656,656,09/11/2018 00:00,45864,DURAND,Y0157430,7608,11,23,0,230,0,33,YES,NO,NO,NO,NO,7608,27,0,0,,09/11/2018 00:07,0,0,France,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
657,657,09/11/2018 00:00,47094,EVANS COOLANTS,Y0157293,112,3,6,1,0,0,1,NO,NO,NO,NO,NO,112,1,0,0,,09/11/2018 00:07,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
658,658,09/11/2018 00:00,45046,EXEDY CLUTCH EUROPE LTD,Y0157435,548,57,22,10,24,0,10,NO,NO,NO,NO,NO,548,10,0,0,,09/11/2018 00:07,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
659,659,09/11/2018 00:00,48525,ERA SPA,Y0157419,4,2,0,0,2,0,0,NO,NO,NO,NO,NO,4,0,0,0,,09/11/2018 00:07,0,0,Italy,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
660,660,09/11/2018 00:00,46925,EXIDE TECHNOLOGIES (TRANSPORTATION),Y0157302,1146,9,27,0,0,0,26,NO,NO,NO,NO,NO,1146,9,0,0,,09/11/2018 00:07,0,0,Poland ,06:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
661,661,09/11/2018 00:00,48532,EURAX LIMITED,Y0157402,15,3,1,0,0,0,0,NO,NO,NO,NO,NO,15,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
662,662,09/11/2018 00:00,45060,LESJOFORS SPRINGS UK LTD,Y0157434,557,41,33,14,15,0,9,YES,NO,NO,NO,NO,557,9,0,0,,09/11/2018 00:07,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
663,663,09/11/2018 00:00,45051,FAI AUTOMOTIVE PLC,Y0157409,288,27,2,4,12,24,0,YES,NO,NO,NO,NO,288,3,0,0,,09/11/2018 00:07,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
664,664,09/11/2018 00:00,45035,SOGEFI FILTRATION LTD.,Y0157339,16726,141,0,7,660,0,44,NO,NO,NO,NO,NO,16726,92,0,0,,09/11/2018 00:07,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
665,665,09/11/2018 00:00,48489,FOOTSURE WESTERN LTD,Y0157422,71,7,0,1,10,10,0,NO,NO,NO,NO,NO,71,1,0,0,,09/11/2018 00:07,0,0,UK,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
666,666,09/11/2018 00:00,45041,FOREEVER,Y0157472,581,36,1,5,61,0,4,NO,NO,NO,NO,NO,581,7,0,0,,09/11/2018 00:07,0,0,UK,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
667,667,09/11/2018 00:00,48524,FOREEVER,Y0157412,5,2,1,0,0,0,0,NO,NO,NO,NO,NO,5,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
668,668,09/11/2018 00:00,IN27258,GST GMBH GERMAN SENSOR TECHNOLOGY,Y0157461,80,1,0,0,1,1,0,NO,NO,NO,NO,NO,80,0,0,0,,09/11/2018 00:07,0,0,Germany,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
669,669,09/11/2018 00:00,45047,CASTROL (UK) LIMITED,Y0157294,628,7,29,4,0,0,30,NO,NO,NO,NO,NO,628,8,0,0,,09/11/2018 00:07,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
670,670,09/11/2018 00:00,45059,HAMTUNE SPARES LTD,Y0157439,458,18,0,2,13,0,1,YES,NO,NO,NO,NO,458,2,0,0,,09/11/2018 00:07,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
671,671,09/11/2018 00:00,45073,HELLA (UK) LIMITED,Y0157389,827,187,55,35,21,0,99,NO,NO,NO,NO,NO,827,20,0,0,,09/11/2018 00:07,0,0,Germany,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
672,672,09/11/2018 00:00,48537,HOLT LLOYD,Y0157458,288,4,4,0,0,0,0,NO,NO,NO,NO,NO,288,2,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
673,673,09/11/2018 00:00,38337,ACTIVE BRAND,Y0155591,4864,1,43,0,0,0,32,YES,NO,NO,NO,NO,4864,15,0,0,,09/11/2018 00:07,0,0,UK,18:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
674,674,09/11/2018 00:00,48526,ACTIVE BRAND,Y0157417,114,1,1,0,0,0,0,YES,NO,NO,NO,NO,114,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
675,675,09/11/2018 00:00,48529,ACTIVE BRAND,Y0157393,630,1,0,0,23,0,0,YES,NO,NO,NO,NO,630,2,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
676,676,09/11/2018 00:00,47145,HUCO AUTOMOTIVE,Y0157427,126,19,0,2,8,2,0,NO,NO,NO,NO,NO,126,2,0,0,,09/11/2018 00:07,0,0,Germany,15:00 TO 17:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
677,677,09/11/2018 00:00,IN24958,HAN YALE INDUSTRY CO LIMITED,Y0157167,135,1,2,0,0,0,0,NO,NO,NO,NO,NO,135,1,0,0,,09/11/2018 00:07,0,0,TAIWAN,CROSSDOCK,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
678,678,09/11/2018 00:00,46875,IBEROTURBO-SOCIEDADE TECNICA,Y0157429,44,11,1,2,0,0,3,NO,NO,NO,NO,NO,44,1,0,0,,09/11/2018 00:07,0,0,Portugal,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
679,679,09/11/2018 00:00,48554,IMPEX PARTS LTD,Y0157466,2,1,0,1,0,0,0,YES,NO,NO,NO,NO,2,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
680,680,09/11/2018 00:00,IN24038,ITG PERFORMANCE AIR FILTERS,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,09/11/2018 00:07,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
681,681,09/11/2018 00:00,45048,KALIMEX,Y0157426,156,2,0,0,4,13,0,NO,NO,NO,NO,NO,156,1,0,0,,09/11/2018 00:07,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
