#,STATUS,DeliveryReference,ASN_Number,DeliveryDate,Last_Saved,UpdatedByName,Grid_No,Total_Operatives,TotalShortRows,TotalExtraRows,Supplier_Code,Supplier_Name,SHIFT,Due_Time,Calc_Hours,Total_Hours,Pallets_Due,Cartons_Due,Origin,Expected_Lines,Expected_Cases,Actual_Cases,Estimated_Totes,Estimated_Cages,Estimated_Pallets,ArrivalTime,GRN_Number
11,COMPLETED,51974,Y0160739,04/01/2019 00:00:00,04/01/2019 21:07:55,Steffi Fernandes,264,10,0,0,MOG0101,CAIU9045815,LATE,19:00:00,59,0,48,0,Turkey,65,9120,9120,470,40,13,01/01/1970 00:00:00,
12,COMPLETED,CON2260,Y0158784,04/01/2019 00:00:00,04/01/2019 20:53:52,Steffi Fernandes,263,6,0,0,SGP0201,KKTU7746150,LATE,19:00:00,19,4.01196055555556,28,0,China,12,2678,2678,227,2,31,01/01/1970 00:00:00,
13,IN PROGRESS,51973,Y0160737,04/01/2019 00:00:00,04/01/2019 20:33:02,Valency Fernandes,252,19,0,0,MOG0101,MEDU7088402,LATE,16:00:00,64,0,48,0,Turkey,46,8031,8031,426,55,93,01/01/1970 00:00:00,
14,IN PROGRESS,51409,Y0159845,18/12/2018 00:00:00,04/01/2019 20:27:35,Adrian Vasilaiche,250b,3,0,0,,JTAPE LTD (PAINT),LATE,17:30:00,1,0,1,0,UK,1,100,100,0,0,2,01/01/1970 00:00:00,
15,IN PROGRESS,CON2565,Y0160323,04/01/2019 00:00:00,04/01/2019 20:12:27,Mitesh Pancholi,258 ,5,0,0,ALT0201,TRHU2673463,LATE,18:30:00,7,0.858055555555556,28,0,CHINA,3,878,878,0,0,28,01/01/1970 00:00:00,
16,IN PROGRESS,50133,Y0160796-Y0160795-Y0160797,04/01/2019 00:00:00,04/01/2019 20:08:30,Adrian Vasilaiche,250b,7,0,0,PAG0101,BRAKE ENGINEERING,LATE,16:00:00,6,0,5,0,UK,47,498,498,59,7,4,01/01/1970 00:00:00,
17,COMPLETED,CON2253,Y0160311,04/01/2019 00:00:00,04/01/2019 19:55:03,Steffi Fernandes,262,6,0,0,LUD0101,MOAU6712443,LATE,18:30:00,17,3.14277777777778,28,0,China,7,3019,3019,146,1,38,01/01/1970 00:00:00,
18,COMPLETED,50174,Y0160322,04/01/2019 00:00:00,04/01/2019 18:28:02,Mitesh Pancholi,260,2,0,0,EUS0201,EUROPEAN SPRINGS & PRESSINGS LIMITE,LATE,17:30:00,20,1.36472222222222,32,0,UK,19,2880,2880,256,0,23,01/01/1970 00:00:00,
19,IN PROGRESS,53309,Y0160813,04/01/2019 00:00:00,04/01/2019 17:53:02,Adrian Vasilaiche,250b,8,0,0,JRP0101,JRP DISTRIBUTION LTD,LATE,16:30:00,15,0,4,0, ,1,3380,3380,94,0,0,01/01/1970 00:00:00,
20,IN PROGRESS,53260,Y0160766,04/01/2019 00:00:00,04/01/2019 17:52:00,Adrian Vasilaiche,250b,4,0,0,HIL0501,HILKA TOOLS (UK) LTD,LATE,15:30:00,2,0,2,0,UK,6,156,156,22,1,0,01/01/1970 00:00:00,
21,IN PROGRESS,51948,Y0160554,04/01/2019 00:00:00,04/01/2019 17:51:08,Adrian Vasilaiche,250b,4,0,0,ECD0101,EVANS COOLANTS,LATE,15:00:00,3,0,1,0,UK,10,234,234,2,2,10,01/01/1970 00:00:00,
22,COMPLETED,CON2564,Y0160322,04/01/2019 00:00:00,04/01/2019 17:42:30,Mitesh Pancholi,262,5,0,0,ALT0201,TCKU3412996,LATE,15:30:00,8,1.94916666666667,28,0,CHINA,1,1512,1512,0,0,28,01/01/1970 00:00:00,
23,COMPLETED,51264,Y0160414,04/01/2019 00:00:00,04/01/2019 17:40:32,Mitesh Pancholi,260,2,0,0,GRE1001,GREENCHEM,LATE,16:00:00,13,0.813888888888889,33,0,UK,1,2079,2079,0,0,33,01/01/1970 00:00:00,
24,COMPLETED,53328,00264327,04/01/2019 00:00:00,04/01/2019 17:32:29,Mitesh Pancholi,261,5,1,2,PST,INTER BRANCH  STOCK TRANSFER (PALLETWAYS),LATE,17:30:00,15,2.72722972222222,33,0, ,0,0,0,0,0,0,01/01/1970 00:00:00,
25,IN PROGRESS,CON2534,Y0160801,04/01/2019 00:00:00,04/01/2019 17:20:24,Mitesh Pancholi,259,2,0,0,WLA0101,HLBU1446814,LATE,15:00:00,7,0,24,0,China,15,1086,1086,38,14,11,01/01/1970 00:00:00,
26,COMPLETED,CON2407,Y0160367,04/01/2019 00:00:00,04/01/2019 17:14:38,Steffi Fernandes,258,6,0,0, LAI0201,TCKU3185681, ,18:00,31,5.91378777777778,0,0, ,16,2930,0,0,1,28,01/01/1970 00:00:00,
27,IN PROGRESS,51983,Y0160822,04/01/2019 00:00:00,04/01/2019 17:04:47,Valency Fernandes, ,18,0,0,MOG0101,MSCU8306441,LATE,17:00:00,30,0,48,0,Turkey,31,4163,4163,83,22,52,01/01/1970 00:00:00,
28,COMPLETED,CON2510,Y0160803,04/01/2019 00:00:00,04/01/2019 16:11:42,Steffi Fernandes,256,7,0,0, SLM0201,TEMU4824349,LATE,15:00:00,11,0,26,0, ,2,1592,1592,0,0,33,01/01/1970 00:00:00,
29,IN PROGRESS,50144,Y0160810,04/01/2019 00:00:00,04/01/2019 15:37:21,Adrian Vasilaiche,250b,5,0,0,COR0401,CORTECO LIMITED,DAY,11:00:00,2,0,1,0,UK,13,275,275,9,2,0,01/01/1970 00:00:00,
30,COMPLETED,50131,Y0160841,04/01/2019 00:00:00,04/01/2019 14:14:37,Ivan Yordanov,250a,5,0,0,FOR1301,FOREEVER,DAY,10:30:00,8,0,5,0,UK,51,531,531,65,6,6,01/01/1970 00:00:00,
31,COMPLETED,51944,Y0160551,04/01/2019 00:00:00,04/01/2019 14:11:31,Ivan Yordanov,250a,2,0,2,PRO0901,PROFESSIONAL PARTS SWEDEN AB,DAY,13:00:00,1,0,1,0,Sweden,8,71,71,4,2,1,01/01/1970 00:00:00,
32,IN PROGRESS,52000,Y0160611,04/01/2019 00:00:00,04/01/2019 13:55:41,Ivan Yordanov,250a,5,0,0,TAB0101,TABO,DAY,10:00:00,8,0,6,0,Turkey,25,2260,2260,0,2,22,01/01/1970 00:00:00,
33,COMPLETED,53310,Y0160821,04/01/2019 00:00:00,04/01/2019 13:28:38,Ivan Yordanov,250a,2,0,0,BRI1901,BRISTOL STREET MOTORS,DAY,12:00:00,1,0,3,0,UK,12,41,41,0,2,1,01/01/1970 00:00:00,
34,COMPLETED,53327,00264326,04/01/2019 00:00:00,04/01/2019 13:04:06,Ionut Petreanu,257a,6,0,0,PST,INTER BRANCH  STOCK TRANSFER (PALLETWAYS),DAY,11:00:00,15,0,32,0,UK,0,0,0,0,0,0,01/01/1970 00:00:00,
35,COMPLETED,50167,Y0160792,04/01/2019 00:00:00,04/01/2019 13:00:50,Ivan Yordanov,250a,4,0,0,COM1501,COMPLETE STEERING,DAY,11:00:00,5,0,10,0,UK,18,248,248,3,0,17,01/01/1970 00:00:00,
36,IN PROGRESS,49843,Y0160775,04/01/2019 00:00:00,04/01/2019 12:49:10,Illya Uzunov, ,15,0,0,FIL0201,SOGEFI FILTRATION LTD.,DAY,06:00:00,104,0,66,2,UK,224,16141,16141,869,17,3,01/01/1970 00:00:00,
37,COMPLETED,53301,Y0160790,04/01/2019 00:00:00,04/01/2019 12:33:45,Ivan Yordanov,250a,6,0,0,STA0701,THE ACE SUPPLY COMPANY LIMITED,DAY,10:00:00,12,0,7,0,UK,39,1818,1818,44,5,13,01/01/1970 00:00:00,
38,IN PROGRESS,51860,Y0160442,04/01/2019 00:00:00,04/01/2019 11:59:05,Ivan Yordanov, 250a,4,1,1,CCY0101,CCYS HI-TECH INTERNATIONAL LTD,DAY,08:30:00,7,0,6,0,TAIWAN,27,811,811,50,6,0,01/01/1970 00:00:00,
39,COMPLETED,CON2245,Y0160309,04/01/2019 00:00:00,04/01/2019 11:47:27,Ionut Petreanu,266,6,0,0,WAM0101,GLDU9797025,DAY,08:30:00,17,0,28,0,China,25,2157,2157,167,1,36,01/01/1970 00:00:00,
40,COMPLETED,CON2273,Y0160290,04/01/2019 00:00:00,04/01/2019 11:44:31,Ionut Petreanu,258,4,0,0,BRB0401,NYKU3429045,DAY,09:30:00,20,0,22,0,China,23,2174,2174,341,1,14,01/01/1970 00:00:00,
41,IN PROGRESS,51982,Y0160819,04/01/2019 00:00:00,04/01/2019 10:32:04,Ionut Petreanu,264a,5,0,0,MOG0101,BMOU6789618,DAY,11:00:00,50,0,48,0,Turkey,126,6519,6519,378,35,15,01/01/1970 00:00:00,
42,COMPLETED,51867,Y0160769,04/01/2019 00:00:00,04/01/2019 09:22:39,Ionut Petreanu, ,13,0,0,TET0101,TETROSYL LIMITED,DAY,08:00:00,6,0,21,0,UK,5,2324,2324,0,0,10,01/01/1970 00:00:00,
43,COMPLETED,50130,Y0160745,04/01/2019 00:00:00,04/01/2019 09:16:53,Ivan Yordanov,250a,3,0,0,LUC0101,TRW - AFTERMARKET OPERATIONS,DAY,08:30:00,3,0,4,0,UK,16,318,318,6,5,5,01/01/1970 00:00:00,
44,COMPLETED,47844,Y0160772,04/01/2019 00:00:00,04/01/2019 09:14:34,Ivan Yordanov,250a,7,1,0,DEL0601,DELPHI DIESEL AFTERMARKET,DAY,07:00:00,9,0,12,0,UK,52,789,789,61,2,6,01/01/1970 00:00:00,
45,COMPLETED,IN106148,Y0160809,04/01/2019 00:00:00,04/01/2019 09:11:23,Cristina Ciobanu,255,1,0,0,RIN0101,RING AUTOMOTIVE,LATE,UNBOOKED,3,0,0,0,UK,13,488,488,25,1,0,01/01/1970 00:00:00,
46,IN PROGRESS,CON2522,Y0160804,04/01/2019 00:00:00,04/01/2019 08:31:40,Ionut Petreanu,261,6,0,0,BRB0401,TEMU5788138,DAY,06:30:00,17,0,22,0,China,26,1916,1916,254,1,16,01/01/1970 00:00:00,
47,IN PROGRESS,CON2337,Y0160277,04/01/2019 00:00:00,04/01/2019 07:43:57,Ionut Petreanu,264A,12,0,0,AHA0101,YMMU6201566,DAY,05:30:00,17,0,0,420,China,6,1680,1680,0,0,76,01/01/1970 00:00:00,
48,COMPLETED,CON2511,Y0160802,04/01/2019 00:00:00,04/01/2019 07:36:02,Ionut Petreanu,258,8,0,0, SLM0201,FCIU4538329,DAY,06:00:00,29,0,26,0, ,4,3844,3844,160,0,66,01/01/1970 00:00:00,
49,ROLLED,IN 110058,Y0160845,04/01/2019 00:00:00,04/01/2019 06:21:17,,,0,0,0,TPC0201,TPC AUTOMOTIVE LTD,LATE,UNBOOKED,7,0,0,8,UK,91,280,280,17,14,1,01/01/1970 00:00:00,
50,ROLLED,50123,Y0160828-Y0160827,04/01/2019 00:00:00,04/01/2019 06:21:17,,,0,0,0,VAL0101,VALEO SERVICE UK LTD.,DAY,05:30:00,1,0,2,0,UK,19,32,32,2,3,0,01/01/1970 00:00:00,
51,ROLLED,IN 110288,Y0160846,04/01/2019 00:00:00,04/01/2019 06:21:13,,,0,0,0,PLE0301,PLEWS & EDELMANN,NIGHT,UNBOOKED,0,0,0,1,USA,1,7,7,0,1,0,01/01/1970 00:00:00,
52,ROLLED,47705,Y0160784,04/01/2019 00:00:00,04/01/2019 06:21:11,,,0,0,0,MMM1005,3M AUTOMOTIVE (PAINT),LATE,15:30:00,1,0,1,0,UK,2,276,276,0,0,2,01/01/1970 00:00:00,
53,ROLLED,49898,Y0160779,04/01/2019 00:00:00,04/01/2019 06:21:11,,,0,0,0,MNH0201,MANN+HUMMEL (UK) LTD.,NIGHT,21:00:00,67,0,45,0,UK,284,19007,19007,618,5,1,01/01/1970 00:00:00,
54,ROLLED,CON2256,Y0158780,04/01/2019 00:00:00,04/01/2019 06:21:10,,,0,0,0,LUD0101,TGHU3333595,NIGHT,23:30:00,24,0,28,0,China,10,3292,3292,380,1,18,01/01/1970 00:00:00,
55,ROLLED,53339,Y0160794,04/01/2019 00:00:00,04/01/2019 06:21:10,,,0,0,0,MAG0501,MAGNETI MARELLI A/M PARTS & SERVICE,NIGHT,EXCESSREPORTED,0,0,0,0,Italy,2,7,7,0,1,0,01/01/1970 00:00:00,
56,ROLLED,53292,Y0160782,04/01/2019 00:00:00,04/01/2019 06:21:07,,,0,0,0,JEL0201,JEWELULTRA LTD,DAY,09:00 TO 12:00,1,0,0,3,UK,4,93,93,4,0,0,01/01/1970 00:00:00,
57,ROLLED,53340,Y0160781,04/01/2019 00:00:00,04/01/2019 06:21:06,,,0,0,0,HOT0301,HOTBRAY LTD,NIGHT,SHORT PARTS,1,0,0,0,Wembley,1,126,126,0,1,0,01/01/1970 00:00:00,
58,ROLLED,53300,Y0160785,04/01/2019 00:00:00,04/01/2019 06:21:06,,,0,0,0,INT1701,INTERVALVES,DAY,09:00:00,5,0,1,0,SWITZERLAND,26,2091,2091,28,0,0,01/01/1970 00:00:00,
59,ROLLED,CON0087,Y0160602,04/01/2019 00:00:00,04/01/2019 06:21:06,,,0,0,0,JCI0201,TDRU1599298,NIGHT,01:30:00,6,0,0,0,UK,1,1218,1218,0,0,29,01/01/1970 00:00:00,
60,ROLLED,50163,Y0160763,04/01/2019 00:00:00,04/01/2019 06:21:05,,,0,0,0,HEL0101,HELLA (UK) LIMITED,DAY,10:00:00,13,0,72,0,Germany,56,355,355,2,7,36,01/01/1970 00:00:00,
61,ROLLED,53237,Y0160740,04/01/2019 00:00:00,04/01/2019 06:21:04,,,0,0,0,FLE0201,FLEETWAY CLUTCHES LTD,DAY,12:30:00,4,0,3,0,UK,41,212,212,2,14,0,01/01/1970 00:00:00,
62,ROLLED,51922,Y0160538,04/01/2019 00:00:00,04/01/2019 06:21:04,,,0,0,0,FOU0301,FOURSTONES PAPER MILL CO.LTD,LATE,15:00:00,8,0,2,0,UK,1,1296,1296,87,0,0,01/01/1970 00:00:00,
63,ROLLED,50141,Y0160836,04/01/2019 00:00:00,04/01/2019 06:21:03,,,0,0,0,FAI0101,FAI AUTOMOTIVE PLC,DAY,10:30:00,0,0,0,1,UK,3,23,23,3,1,0,01/01/1970 00:00:00,
64,ROLLED,50164,Y0160760,04/01/2019 00:00:00,04/01/2019 06:21:02,,,0,0,0,DOB0201,DE OLIBRION,NIGHT,22:00:00,18,0,57,0,Holland,1,4788,4788,0,0,57,01/01/1970 00:00:00,
65,ROLLED,50136,Y0160783,04/01/2019 00:00:00,04/01/2019 06:21:02,,,0,0,0,ECE0101,EXEDY CLUTCH EUROPE LTD,LATE,16:00:00,5,0,7,0,UK,31,273,273,18,6,8,01/01/1970 00:00:00,
66,ROLLED,51926,Y0160552,04/01/2019 00:00:00,04/01/2019 06:21:01,,,0,0,0,CPK0101,CLIMAIR PLAVA KUNSTSTOFFE GMBH,DAY,13:00:00,1,0,1,0,Germany,8,44,44,0,1,5,01/01/1970 00:00:00,
67,ROLLED,50134,Y0160812,04/01/2019 00:00:00,04/01/2019 06:21:01,,,0,0,0,DEB0101,DEB LIMITED,DAY,09:30:00,1,0,1,0,UK,2,60,60,3,0,2,01/01/1970 00:00:00,
68,ROLLED,53264,Y0160765,04/01/2019 00:00:00,04/01/2019 06:20:59,,,0,0,0,BTS0301,BRINK TOWING SYSTEMS LIMITED,LATE,15:30:00,4,0,4,0,UK,26,33,33,0,2,18,01/01/1970 00:00:00,
69,ROLLED,CON2520,Y0160824,04/01/2019 00:00:00,04/01/2019 06:20:58,,,0,0,0,BRB0401,MOAU0700830,DAY,13:00:00,20,0,22,0,China,21,1894,1894,333,0,18,01/01/1970 00:00:00,
70,ROLLED,CON0089,Y0160749,04/01/2019 00:00:00,04/01/2019 06:20:57,,,0,0,0,BCH0601,CRXU0930582,NIGHT,03:00:00,6,0,21,0,Spain,4,990,990,0,0,21,01/01/1970 00:00:00,
71,ROLLED,CON2550,Y0160576,04/01/2019 00:00:00,04/01/2019 06:20:56,,,0,0,0,ALT0201,CMAU0405472,DAY,10:30:00,6,0,28,0,CHINA,10,642,642,0,0,22,01/01/1970 00:00:00,
72,ROLLED,CON2563,Y0160321,04/01/2019 00:00:00,04/01/2019 06:20:56,,,0,0,0,ALT0201,APZU3578347,DAY,12:00:00,8,0,28,0,CHINA,1,1512,1512,0,0,28,01/01/1970 00:00:00,
73,ROLLED,CON2562,Y0160320,04/01/2019 00:00:00,04/01/2019 06:20:55,,,0,0,0,ALT0201,CMAU1415840,NIGHT,03:30:00,8,0,28,0,CHINA,4,1410,1410,0,0,28,01/01/1970 00:00:00,
74,ROLLED,CON2338,Y0160276,04/01/2019 00:00:00,04/01/2019 06:20:55,,,0,0,0,AHA0101,MAGU5577279,NIGHT,23:45:00,19,0,0,560,China,9,2240,2240,0,0,79,01/01/1970 00:00:00,
75,ROLLED,IN96258,,04/01/2019 00:00:00,04/01/2019 06:20:55,,,0,0,0,AIR0501,AIRTEX PRODUCTS S.A.,NIGHT,UNBOOKED,0,0,0,0,Spain,2,2,2,0,0,0,01/01/1970 00:00:00,
76,ROLLED,CON2249,Y0160374,04/01/2019 00:00:00,04/01/2019 06:20:54,,,0,0,0, LAI0201,MOAU0680483,NIGHT,21:30:00,49,0,28,0,,24,3344,3344,660,0,70,01/01/1970 00:00:00,
77,ROLLED,CON2248,Y0160372,04/01/2019 00:00:00,04/01/2019 06:20:53,,,0,0,0, LAI0201,TCLU3324249,NIGHT,21:00:00,24,0,28,0,,12,3308,3308,198,0,27,01/01/1970 00:00:00,
