#,STATUS,DeliveryReference,ASN_Number,DeliveryDate,Last_Saved,UpdatedByName,Grid_No,Total_Operatives,TotalShortRows,TotalExtraRows,Supplier_Code,Supplier_Name,SHIFT,Due_Time,Calc_Hours,Total_Hours,Pallets_Due,Cartons_Due,Origin,Expected_Lines,Expected_Cases,Actual_Cases,Estimated_Totes,Estimated_Cages,Estimated_Pallets,ArrivalTime,GRN_Number
3774,ROLLED,46691,Y0156744,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,FRIG AIR S.P.A.,DAY,10:00:00,1,0,3,0,Italy,11,55,55,0,2,1,01/01/1970 00:00,
3775,ROLLED,46694,Y0156746,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,FRIG AIR S.P.A.,DAY,10:00:00,2,0,3,0,Italy,13,84,84,2,2,2,01/01/1970 00:00,
3776,ROLLED,44704,Y0156768-67,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,FTE AUTOMOTIVE LTD,DAY,09:00:00,36,0,35,0,Germany,241,5543,5543,422,7,0,01/01/1970 00:00,
3777,ROLLED,IN12768,Y0156870,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,GARMIN (EUROPE) LTD,LATE,UNBOOKED,0,0,0,3,UK,1,60,60,0,1,0,01/01/1970 00:00,
3778,ROLLED,CON2028,Y0156388,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,GLDU9891920,LATE,18:00:00,7,0,28,0,CHINA,1,1232,1232,0,0,28,01/01/1970 00:00,
3779,ROLLED,44597,Y0156700,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,GREENCHEM,LATE,15:00:00,16,0,33,0,UK,4,2748,2748,0,0,33,01/01/1970 00:00,
3780,ROLLED,46878,Y0156847,01/11/2018 00:00,01/11/2018 19:13,,,0,0,0,,GREENCHEM,LATE,15:30:00,2,0,5,0,UK,1,200,200,0,0,5,01/01/1970 00:00,
3781,ROLLED,44742,Y0156735,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),DAY,06:00:00,9,0,28,0,Poland ,1,1008,1008,0,0,28,01/01/1970 00:00,
3782,ROLLED,IN13688,Y0156881,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,FORGE MOTORSPORT,DAY,UNBOOKED,0,0,0,2,UK,4,38,38,2,1,0,01/01/1970 00:00,
3783,ROLLED,46378,Y0156171,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),LATE,19:00:00,9,0,25,0,Poland ,1,1275,1275,0,0,25,01/01/1970 00:00,
3784,ROLLED,IN13228,Y0156876,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,FOOTSURE WESTERN LTD,LATE,UNBOOKED,0,0,0,2,UK,4,14,14,0,1,0,01/01/1970 00:00,
3785,ROLLED,46770,Y0156696,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,FOURSTONES PAPER MILL CO.LTD,LATE,16:30:00,1,0,1,0,UK,1,66,66,0,0,2,01/01/1970 00:00,
3786,ROLLED,IN9778,Y0156843,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,FEBI (UK) LIMITED,NIGHT,UNBOOKED,0,0,0,1,UK,1,17,17,0,1,0,01/01/1970 00:00,
3787,ROLLED,46648,Y0156536,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,DL PRODUCTS LTD,DAY,12:30:00,3,0,1,0,UK,21,1100,1100,17,1,0,01/01/1970 00:00,
3788,ROLLED,46960,Y0156878,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,DE OLIBRION,LATE,EXCESSREPORTED,0,0,0,0,Holland,1,24,24,0,0,2,01/01/1970 00:00,
3789,ROLLED,CON2046,Y0156509,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,EISU1884478,LATE,17:00:00,12,0,34,0,Dubai,25,638,638,40,1,41,01/01/1970 00:00,
3790,ROLLED,46907,Y0156809,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,EPTG (POWERFLEX) LTD.,LATE,EXCESSREPORTED,3,0,0,0,UK,30,91,91,14,3,0,01/01/1970 00:00,
3791,ROLLED,46877,Y0156786,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,ERRCOM,LATE,15:00:00,0,0,1,0,Italy,1,5,5,0,1,0,01/01/1970 00:00,
3792,ROLLED,46697,Y0156755,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,EVANS COOLANTS,LATE,15:00:00,3,0,1,0,UK,11,236,236,2,2,8,01/01/1970 00:00,
3793,ROLLED,CON1786,Y0156461,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,ECMU1777800,NIGHT,23:00:00,10,0,28,0,,1,1512,1512,0,0,28,01/01/1970 00:00,
3794,ROLLED,44715,Y0156850,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,CONTINENTAL AUTOMOTIVE TRADING UK,DAY,11:30:00,8,0,7,0,Germany,72,607,607,44,8,1,01/01/1970 00:00,
3795,ROLLED,46914,Y0156840,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,CREST MEDICAL LTD,DAY,11:00:00,26,0,1,0,UK,8,7200,7200,34,0,0,01/01/1970 00:00,
3796,ROLLED,46279,Y0156827,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,DE OLIBRION,DAY,07:30:00,13,0,57,0,Holland,1,1368,1368,0,0,57,01/01/1970 00:00,
3797,ROLLED,46968,3624,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,DAYCO EUROPE S.R.L.,LATE,RETURN TO SUPPLIER,0,0,0,0,Italy,1,112,112,0,0,0,01/01/1970 00:00,
3798,ROLLED,44729,Y0156831,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,DE OLIBRION,NIGHT,21:00:00,17,0,57,0,Holland,10,3900,3900,39,0,47,01/01/1970 00:00,
3799,ROLLED,46680,Y0156707,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,BTS,DAY,12:30:00,1,0,2,0,Germany,9,10,10,16,3,0,01/01/1970 00:00,
3800,ROLLED,44705,Y0156846,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,CAPRICORN CAR PARTS LIMITED,DAY,09:00:00,1,0,0,1,UK,11,83,83,2,2,0,01/01/1970 00:00,
3801,ROLLED,46288,Y0156759,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,CASTROL (UK) LIMITED,DAY,11:00:00,30,0,30,0,UK,21,5325,5325,43,10,30,01/01/1970 00:00,
3802,ROLLED,CON2027,Y0156387,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,CMAU1441746,DAY,07:00:00,7,0,28,0,CHINA,1,1232,1232,0,0,28,01/01/1970 00:00,
3803,ROLLED,IN13918,Y0156872,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,COMPETITION BRAKING PRODUCTS,DAY,UNBOOKED,1,0,0,8,UK,15,31,31,0,3,0,01/01/1970 00:00,
3804,ROLLED,44712,Y0156858,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,3,0,11,0,UK,13,93,93,0,1,11,01/01/1970 00:00,
3805,ROLLED,46959,Y0156873,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,BRAKE ENGINEERING,NIGHT,RETURN TO SUPPLIER,0,0,0,0,UK,1,5,5,0,1,0,01/01/1970 00:00,
3806,ROLLED,46693,Y0156678,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,ALGO S.P.A.,DAY,10:00:00,2,0,3,0,Italy,17,127,127,0,3,2,01/01/1970 00:00,
3807,ROLLED,44843,Y0156704,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,ARNOTT EUROPE,DAY,10:00:00,1,0,1,0,Netherland,10,17,17,0,2,0,01/01/1970 00:00,
3808,ROLLED,46920,Y0156849,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,ADROIT ACCESSORIES LIMITED,LATE,17:00:00,13,0,1,0,UK,5,3305,3305,50,0,0,01/01/1970 00:00,
3809,ROLLED,46955,Y0156885,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,BOWA,LATE,EXCESSREPORTED,2,0,0,0,Poland,3,852,852,5,0,0,01/01/1970 00:00,
3810,ROLLED,44727,Y0156839,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,BRAKE ENGINEERING,LATE,16:00:00,4,0,2,0,UK,45,323,323,35,4,0,01/01/1970 00:00,
3811,ROLLED,CON1785,Y0156460,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,BHCU3118834,NIGHT,23:59:00,10,0,28,0,,1,1512,1512,0,0,28,01/01/1970 00:00,
3812,ROLLED,46970,3621,01/11/2018 00:00,01/11/2018 19:12,,,0,0,0,,AD POLSKA,DAY,RETURN TO SUPPLIER,0,0,0,0,Poland,1,3,3,0,0,0,01/01/1970 00:00,
3813,ROLLED,45866,Y0156651,31/10/2018 00:00,01/11/2018 18:23,Dan Goss, ,3,0,0, ,DURAND,LATE,16:00:00,8,0,33,0,France,1,924,924,0,0,33,01/01/1970 00:00,
3814,ROLLED,IN3568,Y0156545,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,GOODRIDGE (UK) LTD,NIGHT,UNBOOKED,0,0,0,1,UK,2,5,5,2,0,0,01/01/1970 00:00,
3815,ROLLED,IN4028,SO,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MEAT AND DORIA,NIGHT,UNBOOKED,0,0,0,1,Italy,1,1,1,0,0,0,01/01/1970 00:00,
3816,ROLLED,IN4258,Y0156542,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,COMPETITION BRAKING PRODUCTS,NIGHT,UNBOOKED,1,0,0,3,UK,10,10,10,1,2,0,01/01/1970 00:00,
3817,ROLLED,IN1038,Y0156482,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,WOOD AUTO SUPPLIES LTD,DAY,UNBOOKED,0,0,0,2,UK,2,7,7,1,1,0,01/01/1970 00:00,
3818,ROLLED,IN0348,Y0156551,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,FEBI (UK) LIMITED,LATE,UNBOOKED,0,0,0,3,UK,2,16,16,0,1,0,01/01/1970 00:00,
3819,ROLLED,IN0118,Y0156485,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,THE ACE SUPPLY COMPANY LIMITED,NIGHT,UNBOOKED,0,0,0,1,UK,1,1,1,0,1,0,01/01/1970 00:00,
3820,ROLLED,CON2022,Y0156305,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,CMAU0032173,DAY,07:00:00,8,0,28,0,CHINA,1,1848,1848,0,0,28,01/01/1970 00:00,
3821,ROLLED,CON2023,Y0156307,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,APZU2125881,DAY,08:00:00,8,0,28,0,CHINA,1,1848,1848,0,0,28,01/01/1970 00:00,
3822,ROLLED,CON2024,Y0156308,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,GLDU5684057,DAY,10:00:00,8,0,28,0,CHINA,1,1848,1848,0,0,28,01/01/1970 00:00,
3823,ROLLED,CON2037,Y0156294,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,LYSU5451774,LATE,20:30:00,8,0,27,0,Spain,8,1575,1575,0,0,27,01/01/1970 00:00,
3824,ROLLED,CON1925,Y0155598,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MAGU2548493,DAY,11:00:00,13,0,28,0,China,21,2347,2347,83,0,28,01/01/1970 00:00,
3825,ROLLED,CON1888,Y0155313,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MOAU1457833,LATE,19:00:00,19,0,26,0,China,11,4948,4948,168,0,22,01/01/1970 00:00,
3826,ROLLED,CON1957,Y0155644,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,OCGU8055320,NIGHT,23:00:00,20,0,0,870,China,1,1740,1740,0,0,73,01/01/1970 00:00,
3827,ROLLED,CON1866,Y0155719,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HLXU3417540,LATE,20:00:00,15,0,28,0,China,14,2029,2029,130,0,35,01/01/1970 00:00,
3828,ROLLED,CON1783,Y0155269,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TGHU0211443,NIGHT,23:30:00,11,0,28,0,,3,1620,1620,0,0,30,01/01/1970 00:00,
3829,ROLLED,CON1887,Y0155312,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,NYKU9847079,NIGHT,22:00:00,21,0,26,0,China,14,3982,3982,277,0,17,01/01/1970 00:00,
3830,ROLLED,54477,,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ELRING PARTS CO.LTD.,,11:00:00,0,0,2,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
3831,ROLLED,54478,,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ELRING PARTS CO.LTD.,,11:00:00,0,0,3,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
3832,ROLLED,46687,Y0156554,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,JAPANPARTS S.R.L.,LATE,EXCESSREPORTED,0,0,0,0,Italy,1,4,4,0,1,0,01/01/1970 00:00,
3833,ROLLED,CON1696,Y0154115,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TCLU0700039,LATE,20:00:00,14,0,28,0,China,6,3270,3270,26,0,41,01/01/1970 00:00,
3834,ROLLED,46673,Y0156514,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,FRANCISCO ALBERO S.A.,DAY,EXCESSREPORTED,0,0,0,0,Spain,1,100,100,1,0,0,01/01/1970 00:00,
3835,ROLLED,46686,Y0156555,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ROLLING COMPONENTS LIMITED,LATE,SHORT FOUND,1,0,0,0,UK,6,13,13,0,0,6,01/01/1970 00:00,
3836,ROLLED,46674,Y0156513,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ARMOR AUTOMOTIVE,NIGHT,EXCESSREPORTED,0,0,0,0, ,5,24,24,0,1,0,01/01/1970 00:00,
3837,ROLLED,46678,Y0156543,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MANN+HUMMEL (UK) LTD.,NIGHT,EXCESSREPORTED,5,0,0,0,UK,35,1113,1113,62,1,0,01/01/1970 00:00,
3838,ROLLED,46670,Y0156520,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ALGO S.P.A.,DAY,EXCESSREPORTED,1,0,0,0,Italy,8,72,72,0,1,0,01/01/1970 00:00,
3839,ROLLED,46672,Y0156515,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,SCHRADER,DAY,EXCESSREPORTED,0,0,0,0,UK,1,45,45,3,0,0,01/01/1970 00:00,
3840,ROLLED,46669,Y0156521,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,DONAFLEX,NIGHT,EXCESSREPORTED,0,0,0,0,France,1,5,5,0,0,1,01/01/1970 00:00,
3841,ROLLED,46671,Y0156516,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TMD FRICTION ROMANIA,NIGHT,EXCESSREPORTED,0,0,0,0,Romania,1,50,50,3,0,0,01/01/1970 00:00,
3842,ROLLED,46657,Y0156531,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,POWERMAX,LATE,18:00:00,3,0,4,0,Denmark,10,135,135,0,1,12,01/01/1970 00:00,
3843,ROLLED,46665,Y0156544,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,GST GMBH GERMAN SENSOR TECHNOLOGY,LATE,15:00 TO 17:00,10,0,0,4,Germany,43,1918,1918,37,1,0,01/01/1970 00:00,
3844,ROLLED,46667,Y0156537,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,BOWA,LATE,UNBOOKED,14,0,1,0,Poland,39,6206,6206,47,2,0,01/01/1970 00:00,
3845,ROLLED,46668,Y0156525,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HEPU AUTOTEILE GMBH,NIGHT,EXCESSREPORTED,0,0,0,0,Germany,1,38,38,2,0,0,01/01/1970 00:00,
3846,ROLLED,46601,Y0156467,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,SYKES PICKAVANT LTD,DAY,12:00:00,0,0,1,0,UK,6,6,6,0,1,0,01/01/1970 00:00,
3847,ROLLED,46635,Y0156490,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ARMOR AUTOMOTIVE,DAY,9:00 TO 12:00,0,0,0,3, ,2,8,8,0,1,1,01/01/1970 00:00,
3848,ROLLED,46655,Y0156522,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,KRP SUPPLIES,DAY,13:00:00,1,0,1,0,UK,9,92,92,3,1,2,01/01/1970 00:00,
3849,ROLLED,46595,Y0156396,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,AUTO INPARTS LTD.,LATE,15:00 TO 17:00,5,0,0,6,UK,18,359,359,0,0,18,01/01/1970 00:00,
3850,ROLLED,46584,Y0156373,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,EXHAUSTS UK LIMITED T/A COBRA SPORT,DAY,12:30:00,0,0,1,0,UK,2,2,2,0,0,2,01/01/1970 00:00,
3851,ROLLED,46586,Y0156381,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,FOURSTONES PAPER MILL CO.LTD,LATE,16:00:00,5,0,9,0,UK,2,594,594,0,0,18,01/01/1970 00:00,
3852,ROLLED,46587,Y0156508,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,JAPANPARTS S.R.L.,LATE,15:30:00,10,0,4,0,Italy,29,701,701,12,4,42,01/01/1970 00:00,
3853,ROLLED,46554,Y0156351,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TECHTRONIC,DAY,09:30:00,2,0,6,0,UK,8,344,344,0,3,0,01/01/1970 00:00,
3854,ROLLED,46557,Y0156365,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,YUN SHENG INDUSTRY CO LTD,DAY,09:00:00,9,0,5,0,Taiwan,50,2537,2537,64,1,0,01/01/1970 00:00,
3855,ROLLED,46558,Y0156391,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,CHINA AND CANTON CLUTCH CO. LTD,DAY,09:00:00,5,0,6,0,China,11,636,636,87,4,0,01/01/1970 00:00,
3856,ROLLED,46583,Y0156488,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,UNITED OIL,DAY,11:30:00,5,0,3,0,UK,9,2100,2100,20,2,2,01/01/1970 00:00,
3857,ROLLED,46543,Y0156377,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HUCO AUTOMOTIVE,DAY,9:00 TO 12:00,3,0,0,2,Germany,28,176,176,15,2,0,01/01/1970 00:00,
3858,ROLLED,46546,Y0156366,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,U-POL LTD (PAINT),LATE,16:30:00,3,0,8,0,UK,1,960,960,0,0,7,01/01/1970 00:00,
3859,ROLLED,46548,Y0156518-19,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MAINLINE AUTOMOTIVE,NIGHT,21:00:00,15,0,21,0,UK,71,1364,1364,29,28,21,01/01/1970 00:00,
3860,ROLLED,46342,Y0156246,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,THE ACE SUPPLY COMPANY LIMITED,DAY,12:00:00,1,0,1,0,UK,6,179,179,5,1,1,01/01/1970 00:00,
3861,ROLLED,46371,Y0156497,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,NORMFEST GMBH,LATE,16:00:00,38,0,25,0,Germany,2,19868,19868,0,0,25,01/01/1970 00:00,
3862,ROLLED,46377,Y0156172,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),LATE,18:00:00,9,0,28,0,Poland ,1,1008,1008,0,0,28,01/01/1970 00:00,
3863,ROLLED,46412,Y0156317,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,PETRONAS,LATE,17:30:00,3,0,5,0,UK,4,402,402,4,0,4,01/01/1970 00:00,
3864,ROLLED,46333,Y0156157,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,IBEROTURBO-SOCIEDADE TECNICA,DAY,10:30:00,3,0,3,0,Portugal,24,131,131,13,8,3,01/01/1970 00:00,
3865,ROLLED,46339,Y0156146,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,BALTIC AFTERMARKET OU,DAY,12:30:00,1,0,1,0,UK,6,36,36,1,1,2,01/01/1970 00:00,
3866,ROLLED,46303,Y0156104,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,3M AUTOMOTIVE (PAINT),LATE,17:00:00,29,0,9,0,UK,3,4440,4440,554,0,0,01/01/1970 00:00,
3867,ROLLED,45785,Y0156541,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ORTHENE CHEMICALS LTD,DAY,10:30:00,5,0,2,0,UK,1,2016,2016,36,0,0,01/01/1970 00:00,
3868,ROLLED,45843,Y0155937,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,AUTOMOTIVE SPARE PARTS AG,LATE,18:00:00,19,0,64,0,Czech,65,1075,1075,31,14,76,01/01/1970 00:00,
3869,ROLLED,45999,Y0155936,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,DONAFLEX,LATE,16:30:00,43,0,33,0,France,164,9452,9452,491,9,8,01/01/1970 00:00,
3870,ROLLED,46131,Y0156898,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TECHTRONIC,NIGHT,CROSSDOCK,2,0,2,0,Sukhpreet,4,400,400,6,4,0,01/01/1970 00:00,
3871,ROLLED,44953,Y0156511,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,BREMI FAHRZEUG-ELEKTRIK GMBH & CO,DAY,09:30:00,6,0,2,0,Germany,57,581,581,22,5,0,01/01/1970 00:00,
3872,ROLLED,45565,Y0156492,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,DURAND,LATE,17:00:00,11,0,33,0,France,2,3168,3168,0,0,33,01/01/1970 00:00,
3873,ROLLED,45451,Y0156505,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,ROBERT BOSCH LIMITED,NIGHT,21:00:00,130,0,70,0,Germany,415,29399,22512,584,28,41,01/01/1970 00:00,
3874,ROLLED,44765,Y0156526,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,CASTROL (UK) LIMITED,DAY,10:00:00,34,0,32,0,UK,36,6408,6408,97,1,40,01/01/1970 00:00,
3875,ROLLED,44514,Y0156510,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,EUROPEAN SPRINGS & PRESSINGS LIMITE,LATE,17:30:00,18,0,32,0,UK,11,2880,2880,195,15,19,01/01/1970 00:00,
3876,ROLLED,44550,Y0156241,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,AVA COOLING UK LTD,LATE,18:00:00,10,0,14,0,UK,65,460,460,8,13,23,01/01/1970 00:00,
3877,ROLLED,44500,Y0156487,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HELLA (UK) LIMITED,DAY,10:00:00,23,0,91,0,Germany,141,857,857,21,23,48,01/01/1970 00:00,
3878,ROLLED,44510,Y0156546,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,5,0,11,0,UK,24,102,102,0,1,22,01/01/1970 00:00,
3879,ROLLED,44512,Y0155853,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),DAY,06:00:00,12,0,28,0,Poland ,1,2016,2016,0,0,28,01/01/1970 00:00,
3880,ROLLED,44501,Y0156432,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,DE OLIBRION,NIGHT,22:00:00,15,0,57,0,Holland,9,1956,1956,27,0,55,01/01/1970 00:00,
3881,ROLLED,44496,Y0156297,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,BREMBO ITALY,DAY,06:00:00,26,0,58,0,ITALY,176,3111,3111,250,22,8,01/01/1970 00:00,
3882,ROLLED,44493,Y0156504,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MARTIN COX CHAMOIS FINISHERS LTD,LATE,17:00:00,8,0,5,0,UK,20,1441,1441,30,7,3,01/01/1970 00:00,
3883,ROLLED,44495,Y0156540,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,TMD FRICTION UK LTD,LATE,15:00:00,21,0,17,0,UK,53,5206,5206,255,1,0,01/01/1970 00:00,
3884,ROLLED,44498,Y0156500,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,DENSO SALES UK LTD,LATE,16:00:00,11,0,24,0,UK,7,1114,1114,157,7,4,01/01/1970 00:00,
3885,ROLLED,44488,Y0156512-23,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,LESJOFORS SPRINGS UK LTD,DAY,12:00:00,15,0,11,0,UK,51,786,786,18,21,72,01/01/1970 00:00,
3886,ROLLED,44489,Y0156261,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,AUTOMOTIVE DISTRIBUTION LTD.,DAY,12:30:00,8,0,5,5,UK,65,685,685,26,12,0,01/01/1970 00:00,
3887,ROLLED,44491,Y0156496,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MEGUIARS,DAY,13:00:00,4,0,2,0,UK,21,673,673,20,2,0,01/01/1970 00:00,
3888,ROLLED,44484,Y0156491,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,RING AUTOMOTIVE,DAY,11:30:00,1,0,1,0,UK,3,166,166,11,0,0,01/01/1970 00:00,
3889,ROLLED,44485,Y0156495,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HENKEL LIMITED (PAINT),DAY,11:30:00,5,0,1,0,UK,11,1096,1096,14,1,0,01/01/1970 00:00,
3890,ROLLED,44486,Y0156353,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,WESSEX PETROLEUM LTD,DAY,12:00:00,10,0,12,0,UK,14,1820,1820,15,1,16,01/01/1970 00:00,
3891,ROLLED,44487,Y0156493,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,HAMTUNE SPARES LTD,LATE,15:00:00,3,0,2,0,UK,7,712,712,41,1,0,01/01/1970 00:00,
3892,ROLLED,44479,Y0156333,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,PERFORMANCE 3000,DAY,10:30:00,0,0,0,2,UK,2,2,2,0,1,0,01/01/1970 00:00,
3893,ROLLED,44480,Y0156503,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,FAI AUTOMOTIVE PLC,DAY,10:30:00,1,0,0,17,UK,17,87,87,0,5,0,01/01/1970 00:00,
3894,ROLLED,44481,Y0156499-98,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,MOTIVE COMPONENTS LTD,DAY,11:00:00,7,0,2,0,UK,90,1101,1101,28,5,2,01/01/1970 00:00,
3895,ROLLED,44482,Y0156539,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,CORTECO LIMITED,DAY,11:00:00,10,0,4,0,UK,50,1307,1307,84,2,0,01/01/1970 00:00,
3896,ROLLED,44475,,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,CONTITECH ANTRIEBSSYSTEME  GMBH,,09:30:00,0,0,2,0,Germany,0,0,0,0,0,0,01/01/1970 00:00,
3897,ROLLED,44476,Y0156489,26/10/2018 00:00,01/11/2018 17:17,,,0,0,0,,EXEDY CLUTCH EUROPE LTD,DAY,10:00:00,13,0,13,0,UK,93,710,710,68,20,13,01/01/1970 00:00,
